Sexo;Comunidades Autónomas;Sector del nivel de formación alcanzado;Periodo;Total
Mujeres;10 Comunitat Valenciana;09 Salud y servicios sociales;2019;12,84
Mujeres;10 Comunitat Valenciana;09 Salud y servicios sociales;2018;7,16
Mujeres;10 Comunitat Valenciana;09 Salud y servicios sociales;2017;15,13
Mujeres;10 Comunitat Valenciana;09 Salud y servicios sociales;2016;12,65
Mujeres;10 Comunitat Valenciana;10 Servicios;2020;23,91
Mujeres;10 Comunitat Valenciana;10 Servicios;2019;19,56
Mujeres;10 Comunitat Valenciana;10 Servicios;2018;25,27
Mujeres;10 Comunitat Valenciana;10 Servicios;2017;23,02
Mujeres;10 Comunitat Valenciana;10 Servicios;2016;28,12
Mujeres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2020;72,61
Mujeres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2019;50,27
Mujeres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2018;0
Mujeres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2017;57,84
Mujeres;10 Comunitat Valenciana;99 Sectores desconocidos o no especificados;2016;46,7
Mujeres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2020;35,42
Mujeres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2019;36,79
Mujeres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2018;32,64
Mujeres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2017;39,12
Mujeres;11 Extremadura;00 Formación general, formación básica de adultos y habilidades personales;2016;37,76
Mujeres;11 Extremadura;01 Educación;2020;14,62
Mujeres;11 Extremadura;01 Educación;2019;25,06
Mujeres;11 Extremadura;01 Educación;2018;18,3
Mujeres;11 Extremadura;01 Educación;2017;4,16
Mujeres;11 Extremadura;01 Educación;2016;18,11
Mujeres;11 Extremadura;02 Artes, humanidades y lenguas;2020;0
Mujeres;11 Extremadura;02 Artes, humanidades y lenguas;2019;6,04
Mujeres;11 Extremadura;02 Artes, humanidades y lenguas;2018;13,16
Mujeres;11 Extremadura;02 Artes, humanidades y lenguas;2017;15,53
Mujeres;11 Extremadura;02 Artes, humanidades y lenguas;2016;34,19
Mujeres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2020;8,93
Mujeres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2019;4,76
Mujeres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2018;5,13
Mujeres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2017;0
Mujeres;11 Extremadura;03 Ciencias sociales, periodismo y documentación;2016;38,64
Mujeres;11 Extremadura;04 Negocios, administración y derecho;2020;13,54
Mujeres;11 Extremadura;04 Negocios, administración y derecho;2019;26,85
Mujeres;11 Extremadura;04 Negocios, administración y derecho;2018;31,88
Mujeres;11 Extremadura;04 Negocios, administración y derecho;2017;32
Mujeres;11 Extremadura;04 Negocios, administración y derecho;2016;19,95
Mujeres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2020;11,84
Mujeres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2019;0
Mujeres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2018;39,37
Mujeres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2017;40,15
Mujeres;11 Extremadura;05 Ciencias naturales, químicas, físicas y matemáticas;2016;42,97
Mujeres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2020;30,63
Mujeres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2019;70,25
Mujeres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2018;38,64
Mujeres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2017;0
Mujeres;11 Extremadura;06 Tecnologías de la información y las comunicaciones (TIC);2016;65,66
Mujeres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;22,44
Mujeres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;17,72
Mujeres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;48,6
Mujeres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;24,92
Mujeres;11 Extremadura;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;30,12
Mujeres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;41,47
Mujeres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;0
Mujeres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Mujeres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;30,92
Mujeres;11 Extremadura;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;34,51
Mujeres;11 Extremadura;09 Salud y servicios sociales;2020;17,97
Mujeres;11 Extremadura;09 Salud y servicios sociales;2019;13,16
Mujeres;11 Extremadura;09 Salud y servicios sociales;2018;19,2
Mujeres;11 Extremadura;09 Salud y servicios sociales;2017;19,35
Mujeres;11 Extremadura;09 Salud y servicios sociales;2016;14,82
Mujeres;11 Extremadura;10 Servicios;2020;52,77
Mujeres;11 Extremadura;10 Servicios;2019;29,91
Mujeres;11 Extremadura;10 Servicios;2018;25,1
Mujeres;11 Extremadura;10 Servicios;2017;33,17
Mujeres;11 Extremadura;10 Servicios;2016;29,78
Mujeres;11 Extremadura;99 Sectores desconocidos o no especificados;2020;80,43
Mujeres;11 Extremadura;99 Sectores desconocidos o no especificados;2019;0
Mujeres;11 Extremadura;99 Sectores desconocidos o no especificados;2018;100
Mujeres;11 Extremadura;99 Sectores desconocidos o no especificados;2017;0
Mujeres;11 Extremadura;99 Sectores desconocidos o no especificados;2016;100
Mujeres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2020;17,62
Mujeres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2019;15,61
Mujeres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2018;16,39
Mujeres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2017;19,39
Mujeres;12 Galicia;00 Formación general, formación básica de adultos y habilidades personales;2016;22,42
Mujeres;12 Galicia;01 Educación;2020;8,07
Mujeres;12 Galicia;01 Educación;2019;4,21
Mujeres;12 Galicia;01 Educación;2018;7,86
Mujeres;12 Galicia;01 Educación;2017;8,58
Mujeres;12 Galicia;01 Educación;2016;15,58
Mujeres;12 Galicia;02 Artes, humanidades y lenguas;2020;15,81
Mujeres;12 Galicia;02 Artes, humanidades y lenguas;2019;17,69
Mujeres;12 Galicia;02 Artes, humanidades y lenguas;2018;13,05
Mujeres;12 Galicia;02 Artes, humanidades y lenguas;2017;17,52
Mujeres;12 Galicia;02 Artes, humanidades y lenguas;2016;21,31
Mujeres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2020;11,02
Mujeres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2019;9,08
Mujeres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2018;11,35
Mujeres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2017;20,15
Mujeres;12 Galicia;03 Ciencias sociales, periodismo y documentación;2016;9,03
Mujeres;12 Galicia;04 Negocios, administración y derecho;2020;13,34
Mujeres;12 Galicia;04 Negocios, administración y derecho;2019;8,72
Mujeres;12 Galicia;04 Negocios, administración y derecho;2018;14,88
Mujeres;12 Galicia;04 Negocios, administración y derecho;2017;16,89
Mujeres;12 Galicia;04 Negocios, administración y derecho;2016;15,51
Mujeres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2020;14,7
Mujeres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2019;6,18
Mujeres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2018;19,45
Mujeres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2017;20,91
Mujeres;12 Galicia;05 Ciencias naturales, químicas, físicas y matemáticas;2016;10,3
Mujeres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2020;10,58
Mujeres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2019;1,43
Mujeres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2018;13,37
Mujeres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2017;10,71
Mujeres;12 Galicia;06 Tecnologías de la información y las comunicaciones (TIC);2016;16,25
Mujeres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;11,51
Mujeres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;7,88
Mujeres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;21,42
Mujeres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;20,3
Mujeres;12 Galicia;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;29,66
Mujeres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;16,11
Mujeres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;18,3
Mujeres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;11,91
Mujeres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;6,68
Mujeres;12 Galicia;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;8,96
Mujeres;12 Galicia;09 Salud y servicios sociales;2020;7,6
Mujeres;12 Galicia;09 Salud y servicios sociales;2019;7,6
Mujeres;12 Galicia;09 Salud y servicios sociales;2018;7,13
Mujeres;12 Galicia;09 Salud y servicios sociales;2017;9,43
Mujeres;12 Galicia;09 Salud y servicios sociales;2016;9,63
Mujeres;12 Galicia;10 Servicios;2020;14,68
Mujeres;12 Galicia;10 Servicios;2019;8,92
Mujeres;12 Galicia;10 Servicios;2018;12,8
Mujeres;12 Galicia;10 Servicios;2017;13,82
Mujeres;12 Galicia;10 Servicios;2016;15,89
Mujeres;12 Galicia;99 Sectores desconocidos o no especificados;2020;53,31
Mujeres;12 Galicia;99 Sectores desconocidos o no especificados;2019;0
Mujeres;12 Galicia;99 Sectores desconocidos o no especificados;2018;33,09
Mujeres;12 Galicia;99 Sectores desconocidos o no especificados;2017;29,88
Mujeres;12 Galicia;99 Sectores desconocidos o no especificados;2016;22,45
Mujeres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2020;19,02
Mujeres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2019;15,95
Mujeres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2018;16,52
Mujeres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2017;21,01
Mujeres;13 Madrid, Comunidad de;00 Formación general, formación básica de adultos y habilidades personales;2016;20,85
Mujeres;13 Madrid, Comunidad de;01 Educación;2020;7,92
Mujeres;13 Madrid, Comunidad de;01 Educación;2019;7,49
Mujeres;13 Madrid, Comunidad de;01 Educación;2018;8,47
Mujeres;13 Madrid, Comunidad de;01 Educación;2017;10,52
Mujeres;13 Madrid, Comunidad de;01 Educación;2016;10,91
Mujeres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2020;6,56
Mujeres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2019;16,45
Mujeres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2018;11,6
Mujeres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2017;11,23
Mujeres;13 Madrid, Comunidad de;02 Artes, humanidades y lenguas;2016;13,84
Mujeres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2020;8,08
Mujeres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2019;5,21
Mujeres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2018;1,23
Mujeres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2017;6,15
Mujeres;13 Madrid, Comunidad de;03 Ciencias sociales, periodismo y documentación;2016;17,89
Mujeres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2020;4,52
Mujeres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2019;10,15
Mujeres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2018;8,12
Mujeres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2017;10,6
Mujeres;13 Madrid, Comunidad de;04 Negocios, administración y derecho;2016;10,16
Mujeres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;6,97
Mujeres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;9,56
Mujeres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;17,23
Mujeres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;11,35
Mujeres;13 Madrid, Comunidad de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;8,51
Mujeres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2020;16,26
Mujeres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2019;9,4
Mujeres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2018;13,43
Mujeres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2017;13,73
Mujeres;13 Madrid, Comunidad de;06 Tecnologías de la información y las comunicaciones (TIC);2016;13,03
Mujeres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;29,89
Mujeres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;8,96
Mujeres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;14,24
Mujeres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;8,53
Mujeres;13 Madrid, Comunidad de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;6,43
Mujeres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;24,24
Mujeres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;15,93
Mujeres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;9,81
Mujeres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;0
Mujeres;13 Madrid, Comunidad de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;27,13
Mujeres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2020;6,25
Mujeres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2019;4,14
Mujeres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2018;6,75
Mujeres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2017;8,15
Mujeres;13 Madrid, Comunidad de;09 Salud y servicios sociales;2016;9,71
Mujeres;13 Madrid, Comunidad de;10 Servicios;2020;13,27
Mujeres;13 Madrid, Comunidad de;10 Servicios;2019;7,45
Mujeres;13 Madrid, Comunidad de;10 Servicios;2018;15,55
Mujeres;13 Madrid, Comunidad de;10 Servicios;2017;10,88
Mujeres;13 Madrid, Comunidad de;10 Servicios;2016;24,47
Mujeres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2020;18,72
Mujeres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2019;0
Mujeres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2018;19,23
Mujeres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2017;0
Mujeres;13 Madrid, Comunidad de;99 Sectores desconocidos o no especificados;2016;49,06
Mujeres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2020;24,58
Mujeres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2019;24,21
Mujeres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2018;24,51
Mujeres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2017;26,85
Mujeres;14 Murcia, Región de;00 Formación general, formación básica de adultos y habilidades personales;2016;32,16
Mujeres;14 Murcia, Región de;01 Educación;2020;12,65
Mujeres;14 Murcia, Región de;01 Educación;2019;10,3
Mujeres;14 Murcia, Región de;01 Educación;2018;21,21
Mujeres;14 Murcia, Región de;01 Educación;2017;19
Mujeres;14 Murcia, Región de;01 Educación;2016;10,43
Mujeres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2020;15,18
Mujeres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2019;9,41
Mujeres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2018;10,37
Mujeres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2017;15,24
Mujeres;14 Murcia, Región de;02 Artes, humanidades y lenguas;2016;8,65
Mujeres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2020;16,38
Mujeres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2019;38,95
Mujeres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2018;25,62
Mujeres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2017;0
Mujeres;14 Murcia, Región de;03 Ciencias sociales, periodismo y documentación;2016;19,49
Mujeres;14 Murcia, Región de;04 Negocios, administración y derecho;2020;10,39
Mujeres;14 Murcia, Región de;04 Negocios, administración y derecho;2019;9,72
Mujeres;14 Murcia, Región de;04 Negocios, administración y derecho;2018;15,71
Mujeres;14 Murcia, Región de;04 Negocios, administración y derecho;2017;18,7
Mujeres;14 Murcia, Región de;04 Negocios, administración y derecho;2016;14,98
Mujeres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;0
Mujeres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;0
Mujeres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;14,12
Mujeres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;0
Mujeres;14 Murcia, Región de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;20,16
Mujeres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2020;0
Mujeres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2019;15,46
Mujeres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2018;11,03
Mujeres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2017;0
Mujeres;14 Murcia, Región de;06 Tecnologías de la información y las comunicaciones (TIC);2016;34,15
Mujeres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;0
Mujeres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;0
Mujeres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;36,54
Mujeres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;0
Mujeres;14 Murcia, Región de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;0
Mujeres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Mujeres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;18,45
Mujeres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Mujeres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;0
Mujeres;14 Murcia, Región de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;24,23
Mujeres;14 Murcia, Región de;09 Salud y servicios sociales;2020;21,84
Mujeres;14 Murcia, Región de;09 Salud y servicios sociales;2019;18,22
Mujeres;14 Murcia, Región de;09 Salud y servicios sociales;2018;7,12
Mujeres;14 Murcia, Región de;09 Salud y servicios sociales;2017;17,52
Mujeres;14 Murcia, Región de;09 Salud y servicios sociales;2016;16,46
Mujeres;14 Murcia, Región de;10 Servicios;2020;22,09
Mujeres;14 Murcia, Región de;10 Servicios;2019;18,06
Mujeres;14 Murcia, Región de;10 Servicios;2018;21,65
Mujeres;14 Murcia, Región de;10 Servicios;2017;16,32
Mujeres;14 Murcia, Región de;10 Servicios;2016;23,58
Mujeres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2020;0
Mujeres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2019;0
Mujeres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2018;0
Mujeres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2017;0
Mujeres;14 Murcia, Región de;99 Sectores desconocidos o no especificados;2016;0
Mujeres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2020;21,35
Mujeres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2019;8,58
Mujeres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2018;19,92
Mujeres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2017;18,79
Mujeres;15 Navarra, Comunidad Foral de;00 Formación general, formación básica de adultos y habilidades personales;2016;20,87
Mujeres;15 Navarra, Comunidad Foral de;01 Educación;2020;2,21
Mujeres;15 Navarra, Comunidad Foral de;01 Educación;2019;11,14
Mujeres;15 Navarra, Comunidad Foral de;01 Educación;2018;10,55
Mujeres;15 Navarra, Comunidad Foral de;01 Educación;2017;10,56
Mujeres;15 Navarra, Comunidad Foral de;01 Educación;2016;10,63
Mujeres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2020;11,59
Mujeres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2019;11,86
Mujeres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2018;15,83
Mujeres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2017;10,27
Mujeres;15 Navarra, Comunidad Foral de;02 Artes, humanidades y lenguas;2016;3,47
Mujeres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2020;0
Mujeres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2019;10,84
Mujeres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2018;0
Mujeres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2017;0
Mujeres;15 Navarra, Comunidad Foral de;03 Ciencias sociales, periodismo y documentación;2016;5,97
Mujeres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2020;6,21
Mujeres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2019;6,2
Mujeres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2018;6,78
Mujeres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2017;12,32
Mujeres;15 Navarra, Comunidad Foral de;04 Negocios, administración y derecho;2016;10,51
Mujeres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;6,4
Mujeres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;6,76
Mujeres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;0
Mujeres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;11,73
Mujeres;15 Navarra, Comunidad Foral de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;0
Mujeres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2020;0
Mujeres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2019;0
Mujeres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2018;0
Mujeres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2017;0
Mujeres;15 Navarra, Comunidad Foral de;06 Tecnologías de la información y las comunicaciones (TIC);2016;0
Mujeres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;5,99
Mujeres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;0
Mujeres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;0
Mujeres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;0
Mujeres;15 Navarra, Comunidad Foral de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;7,4
Mujeres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Mujeres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;10,14
Mujeres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Mujeres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;0
Mujeres;15 Navarra, Comunidad Foral de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;0
Mujeres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2020;3,07
Mujeres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2019;4,25
Mujeres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2018;4,14
Mujeres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2017;12,32
Mujeres;15 Navarra, Comunidad Foral de;09 Salud y servicios sociales;2016;2,4
Mujeres;15 Navarra, Comunidad Foral de;10 Servicios;2020;7,58
Mujeres;15 Navarra, Comunidad Foral de;10 Servicios;2019;7,21
Mujeres;15 Navarra, Comunidad Foral de;10 Servicios;2018;6,52
Mujeres;15 Navarra, Comunidad Foral de;10 Servicios;2017;17,52
Mujeres;15 Navarra, Comunidad Foral de;10 Servicios;2016;19,57
Mujeres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2020;77,75
Mujeres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2019;43,22
Mujeres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2018;100
Mujeres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2017;100
Mujeres;15 Navarra, Comunidad Foral de;99 Sectores desconocidos o no especificados;2016;75,38
Mujeres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2020;14,74
Mujeres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2019;17,84
Mujeres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2018;16,21
Mujeres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2017;19,03
Mujeres;16 País Vasco;00 Formación general, formación básica de adultos y habilidades personales;2016;16,48
Mujeres;16 País Vasco;01 Educación;2020;7,29
Mujeres;16 País Vasco;01 Educación;2019;4,57
Mujeres;16 País Vasco;01 Educación;2018;10,99
Mujeres;16 País Vasco;01 Educación;2017;9,19
Mujeres;16 País Vasco;01 Educación;2016;15,69
Mujeres;16 País Vasco;02 Artes, humanidades y lenguas;2020;8,8
Mujeres;16 País Vasco;02 Artes, humanidades y lenguas;2019;9,07
Mujeres;16 País Vasco;02 Artes, humanidades y lenguas;2018;5,29
Mujeres;16 País Vasco;02 Artes, humanidades y lenguas;2017;3,59
Mujeres;16 País Vasco;02 Artes, humanidades y lenguas;2016;11
Mujeres;16 País Vasco;03 Ciencias sociales, periodismo y documentación;2020;11,98
Mujeres;16 País Vasco;03 Ciencias sociales, periodismo y documentación;2019;1,56
Mujeres;16 País Vasco;03 Ciencias sociales, periodismo y documentación;2018;1,23
